STORE_ID,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_ID,MRP,CP,DISCOUNT,SP,Date
XV5249,Washington,Electronics,18552856,$28,$18.76,$1.96,$26.04,2019-11-26
XV5249,Washington',Furniture,80265808Q,$31,$22.94,$2.17,$28.83,2019-11-26
XV5249,Washington,Groceries,47625427P,$37,$25.9,$1.85,$35.15,2019-11-26
XV5249,Washington#,Kitchen,46872863^,$76,$57,$1.52,$74.48,2019-11-26
XV5249,Washington,Cosmetics,93095092,$99,$66.33,$4.95,$94.05,2019-11-26
XV5249,Washington,Fashion,24845275,$79,$49.77,$4.74,$74.26,2019-11-26
XV5249,Washington),Cosmetics,46243896,$98,$66.64,$6.86,$91.14,2019-11-26
XV5249,Washington,Furniture,34999389,$23,$14.26,$2.3,$20.7,2019-11-26
XV5249,Washington$,Kitchen,64599304,$30,$22.2,$2.7,$27.3,2019-11-26
XV5249,Washington,Cosmetics,62467956P,$90,$65.7,$5.4,$84.6,2019-11-26
XV5249,Washington#,Furniture,98882141,$27,$18.36,$1.62,$25.38,2019-11-26
XV5249,Washington,Electronics,54840698,$37,$27.01,$3.7,$33.3,2019-11-26
XV5249,Washington,Kitchen,13161315O,$85,$53.55,$3.4,$81.6,2019-11-26
XV5249,Washington,Electronics,72501220G,$32,$20.16,$0.96,$31.04,2019-11-26
XV5249,Washington*,Cosmetics,77840576,$15,$9.15,$0.45,$14.55,2019-11-26
XV5249,Washington&,Furniture,37416381,$47,$30.55,$3.76,$43.24,2019-11-26
XV5249,Washington*,Kitchen,27764892,$14,$9.52,$0.98,$13.02,2019-11-26
XV5249,Washington(,Fashion,73830566B,$95,$59.85,$1.9,$93.1,2019-11-26
XV5249,Washington,Electronics,97445678,$31,$23.25,$1.24,$29.76,2019-11-26
XV5249,Washington,Cosmetics,62605285,$16,$10.72,$0.8,$15.2,2019-11-26
XV5249,Washington(,Kitchen,50116577U,$32,$20.48,$0.64,$31.36,2019-11-26
XV5249,Washington,Groceries,66563110,$55,$41.25,$3.85,$51.15,2019-11-26
XV5249,Washington%,Education,17443237D,$64,$40.32,$3.84,$60.16,2019-11-26
XV5249,Washington,Electronics,47694091U,$21,$14.28,$1.26,$19.74,2019-11-26
XV5249,Washington&,Cosmetics,29830322,$60,$37.2,$3,$57,2019-11-26
XV5249,Washington,Fashion,85036621],$97,$64.99,$8.73,$88.27,2019-11-26
XV5249,Washington*,Education,55365295,$78,$49.92,$2.34,$75.66,2019-11-26
XV5249,Washington,Fashion,20000305,$22,$14.3,$0.44,$21.56,2019-11-26
XV6693,Washington,Kitchen,96319580P,$100,$61,$4,$96,2019-11-26
XV6693,Washington,Education,90774230],$75,$51,$5.25,$69.75,2019-11-26
XV6693,Washington,Groceries,25853271,$84,$62.16,$6.72,$77.28,2019-11-26
XV6693,Washington,Groceries,88931274P,$65,$40.95,$3.9,$61.1,2019-11-26
XV6693,Washington%,Education,97646179E,$57,$41.04,$5.7,$51.3,2019-11-26
XV6693,Washington,Education,67087707R,$66,$45.54,$3.96,$62.04,2019-11-26
XV6693,Washington',Furniture,99063415,$74,$47.36,$6.66,$67.34,2019-11-26
XV6693,Washington,Groceries,86371459F,$47,$29.14,$4.7,$42.3,2019-11-26
XV6693,Washington,Groceries,15836486,$23,$14.72,$1.38,$21.62,2019-11-26
XV6693,Washington,Electronics,91576232,$74,$48.84,$2.96,$71.04,2019-11-26
XV6693,Washington&,Education,84336242,$84,$54.6,$5.88,$78.12,2019-11-26
XV6693,Washington+,Education,70737915Y,$52,$32.24,$4.16,$47.84,2019-11-26
XV6693,"Washington""",Groceries,42008666R,$32,$19.84,$1.6,$30.4,2019-11-26
XV6693,Washington),Kitchen,58749084D,$12,$7.44,$0.84,$11.16,2019-11-26
XV6693,Washington!,Groceries,95805969,$42,$28.98,$3.36,$38.64,2019-11-26
XV6693,Washington,Groceries,37301025,$63,$40.32,$6.3,$56.7,2019-11-26
XV6693,Washington,Groceries,26023559W,$70,$45.5,$6.3,$63.7,2019-11-26
XV6693,Washington(,Education,66291198W,$80,$58.4,$5.6,$74.4,2019-11-26
XV6693,Washington&,Furniture,33988647B,$38,$22.8,$2.66,$35.34,2019-11-26
XV6693,Washington,Furniture,71723937Z,$38,$28.12,$2.66,$35.34,2019-11-26
XV6693,Washington&,Furniture,91219177K,$93,$55.8,$3.72,$89.28,2019-11-26
XV6693,Washington',Groceries,89340515,$57,$34.77,$5.13,$51.87,2019-11-26
XV6693,Washington,Kitchen,63714904E,$62,$42.78,$3.72,$58.28,2019-11-26
XV6693,Washington#,Furniture,31618347,$83,$58.93,$7.47,$75.53,2019-11-26
XV6693,Washington+,Groceries,85415649L,$48,$30.72,$3.84,$44.16,2019-11-26
XV6693,Washington(,Education,38355712,$93,$60.45,$7.44,$85.56,2019-11-26
XV6693,Washington',Education,83259582,$71,$48.99,$2.13,$68.87,2019-11-26
XV6693,Washington ,Furniture,53360290J,$78,$53.82,$1.56,$76.44,2019-11-26
XV6693,Washington,Fashion,22864990N,$15,$9.75,$0.9,$14.1,2019-11-26
XV6693,Washington,Kitchen,39536743,$69,$43.47,$2.76,$66.24,2019-11-26
XV6693,Washington),Education,43151245,$26,$19.5,$2.08,$23.92,2019-11-26
XV6693,Washington$,Fashion,85261840,$42,$26.04,$1.68,$40.32,2019-11-26
XV6693,Washington,Fashion,33681030,$55,$38.5,$1.1,$53.9,2019-11-26
XV1054,Washington#,Electronics,78521728P,$89,$57.85,$8.01,$80.99,2019-11-26
XV1054,Washington#,Furniture,76244812,$37,$27.75,$3.33,$33.67,2019-11-26
XV1054,Washington,Cosmetics,75519714,$20,$14.4,$0.4,$19.6,2019-11-26
XV1054,Washington,Fashion,59531860],$72,$43.92,$5.76,$66.24,2019-11-26
XV1054,Washington(,Groceries,46345520K,$44,$32.56,$3.08,$40.92,2019-11-26
XV1054,Washington),Education,30508728U,$34,$24.48,$3.06,$30.94,2019-11-26
XV1054,Washington,Cosmetics,42080078,$85,$63.75,$8.5,$76.5,2019-11-26
XV1054,Washington,Kitchen,76492004,$10,$6.5,$0.9,$9.1,2019-11-26
XV1054,Washington,Furniture,80911254,$19,$11.59,$1.71,$17.29,2019-11-26
XV1054,Washington,Electronics,47402954,$98,$59.78,$6.86,$91.14,2019-11-26
XV1054,Washington,Furniture,77387390,$66,$46.86,$5.94,$60.06,2019-11-26
XV1054,Washington,Furniture,39729003I,$34,$21.08,$1.7,$32.3,2019-11-26
XV1054,Washington,Cosmetics,96044921,$42,$26.88,$2.52,$39.48,2019-11-26
XV1054,Washington,Groceries,47062377,$24,$15.12,$1.92,$22.08,2019-11-26
XV1054,Washington,Groceries,10516357,$53,$32.86,$2.12,$50.88,2019-11-26
XV1054,Washington!,Furniture,17012023,$64,$38.4,$5.76,$58.24,2019-11-26
XV1054,Washington),Fashion,75690002Y,$11,$8.25,$0.22,$10.78,2019-11-26
XV1054,Washington+,Fashion,78043823,$57,$37.05,$1.14,$55.86,2019-11-26
XV1054,Washington',Furniture,28435058,$34,$24.82,$1.36,$32.64,2019-11-26
XV1054,Washington+,Cosmetics,94594726,$62,$41.54,$4.34,$57.66,2019-11-26
XV1054,Washington$,Electronics,95432434[,$68,$48.28,$2.04,$65.96,2019-11-26
XV1054,Washington!,Groceries,48290100,$59,$35.4,$4.72,$54.28,2019-11-26
XV1054,Washington,Groceries,76577148M,$48,$34.08,$0.96,$47.04,2019-11-26
XV1054,Washington,Furniture,22705688O,$53,$32.33,$3.71,$49.29,2019-11-26
XV1054,Washington,Fashion,28429565,$72,$51.12,$1.44,$70.56,2019-11-26
XV1054,Washington*,Furniture,74893493],$41,$26.24,$0.82,$40.18,2019-11-26
XV1054,Washington&,Cosmetics,56582031K,$78,$51.48,$7.02,$70.98,2019-11-26
XV1054,Washington,Furniture,84319763,$72,$44.64,$2.88,$69.12,2019-11-26
XV1054,Washington(,Groceries,56496887^,$33,$23.43,$2.64,$30.36,2019-11-26
XV1054,Washington*,Fashion,94490356C,$16,$10.72,$1.28,$14.72,2019-11-26
XV1054,Washington',Fashion,32453308X,$86,$54.18,$8.6,$77.4,2019-11-26
XV1054,Washington,Education,46015930S,$62,$40.3,$4.34,$57.66,2019-11-26
XV1054,Washington,Electronics,31329956K,$62,$46.5,$4.96,$57.04,2019-11-26
XV1054,Washington+,Fashion,46018676,$61,$43.92,$2.44,$58.56,2019-11-26
XV1054,Washington,Furniture,54681396,$82,$54.12,$2.46,$79.54,2019-11-26
XV1054,Washington$,Electronics,91661376S,$80,$52.8,$5.6,$74.4,2019-11-26
XV1054,"Washington""",Furniture,16786804,$27,$17.28,$1.62,$25.38,2019-11-26
XV1054,Washington,Electronics,91507568,$88,$55.44,$2.64,$85.36,2019-11-26
XV1054,Washington,Cosmetics,39945983,$38,$24.32,$1.9,$36.1,2019-11-26
XV1054,Washington,Education,51954040V,$83,$52.29,$4.98,$78.02,2019-11-26
XV1054,Washington$,Furniture,89159240,$10,$6.5,$0.6,$9.4,2019-11-26
XV1054,Washington,Furniture,60226745,$42,$26.04,$2.94,$39.06,2019-11-26
XV1054,Washington',Education,55711364,$85,$52.7,$6.8,$78.2,2019-11-26
XV1054,"Washington""",Furniture,59342346W,$95,$66.5,$7.6,$87.4,2019-11-26
XV1054,Washington,Cosmetics,78010864,$35,$23.1,$3.5,$31.5,2019-11-26
XV1054,Washington#,Electronics,64190063[,$13,$8.97,$0.78,$12.22,2019-11-26
XV1054,Washington,Education,25216064,$81,$50.22,$6.48,$74.52,2019-11-26
XV1054,Washington$,Education,38937988\,$36,$24.48,$1.44,$34.56,2019-11-26
XV1054,Washington$,Groceries,36312255T,$79,$54.51,$3.16,$75.84,2019-11-26
XV4797,Washington,Groceries,11708374J,$72,$51.84,$5.76,$66.24,2019-11-26
XV4797,Washington,Fashion,74561157_,$80,$60,$5.6,$74.4,2019-11-26
XV4797,Washington%,Electronics,36089782,$95,$71.25,$7.6,$87.4,2019-11-26
XV4797,Washington,Furniture,75052795,$54,$36.72,$1.08,$52.92,2019-11-26
XV4797,Washington,Kitchen,40371704,$85,$56.1,$8.5,$76.5,2019-11-26
XV4797,Washington&,Education,84064331,$58,$36.54,$4.06,$53.94,2019-11-26
XV4797,Washington',Kitchen,84783935],$66,$42.9,$4.62,$61.38,2019-11-26
XV4797,Washington,Furniture,63258972,$96,$60.48,$7.68,$88.32,2019-11-26
XV4797,Washington,Fashion,74868774B,$97,$68.87,$5.82,$91.18,2019-11-26
XV4797,Washington,Groceries,67483215,$45,$29.7,$3.6,$41.4,2019-11-26
XV4797,"Washington""",Electronics,94355773_,$47,$29.14,$4.7,$42.3,2019-11-26
XV4797,Washington#,Kitchen,26534423C,$67,$43.55,$2.68,$64.32,2019-11-26
XV4797,Washington,Kitchen,96250915K,$26,$16.12,$0.52,$25.48,2019-11-26
XV4797,Washington',Electronics,86728515,$52,$37.96,$2.08,$49.92,2019-11-26
XV4797,Washington,Kitchen,30714721D,$29,$19.14,$2.32,$26.68,2019-11-26
XV4797,Washington,Kitchen,20887451,$40,$28.4,$1.6,$38.4,2019-11-26
XV4797,Washington,Furniture,59023742,$66,$49.5,$3.96,$62.04,2019-11-26
XV4797,Washington',Groceries,47504577M,$58,$42.92,$2.32,$55.68,2019-11-26
XV4797,Washington(,Furniture,72946166,$15,$10.8,$0.9,$14.1,2019-11-26
XV4797,Washington#,Electronics,23532409S,$81,$55.08,$4.05,$76.95,2019-11-26
XV4797,Washington,Groceries,57688903P,$62,$44.64,$4.34,$57.66,2019-11-26
XV4797,Washington&,Fashion,66357116U,$38,$24.7,$1.14,$36.86,2019-11-26
XV4797,Washington,Electronics,42489318,$55,$33,$1.1,$53.9,2019-11-26
XV4797,Washington#,Cosmetics,95089111,$33,$24.42,$1.65,$31.35,2019-11-26
XV4797,Washington,Cosmetics,80740966G,$43,$26.23,$4.3,$38.7,2019-11-26
XV4797,"Washington""",Groceries,80057067Z,$41,$25.42,$2.05,$38.95,2019-11-26
XV4797,Washington+,Groceries,82397155T,$26,$17.94,$2.6,$23.4,2019-11-26
XV4797,Washington,Education,23362121,$69,$44.16,$6.21,$62.79,2019-11-26
XV4797,Washington,Electronics,33359680,$10,$7.3,$0.2,$9.8,2019-11-26
XV4797,Washington&,Electronics,53904113,$67,$45.56,$4.02,$62.98,2019-11-26
XV4797,Washington,Fashion,83402404,$35,$24.85,$2.8,$32.2,2019-11-26
XV4797,Washington,Education,43818664,$13,$8.97,$0.39,$12.61,2019-11-26
XV4797,Washington,Groceries,79408874D,$91,$66.43,$6.37,$84.63,2019-11-26
XV4797,Washington),Fashion,95635681D,$47,$34.78,$1.41,$45.59,2019-11-26
XV4797,Washington,Groceries,35749206J,$86,$63.64,$5.16,$80.84,2019-11-26
XV4797,Washington,Electronics,73643798A,$29,$19.14,$0.58,$28.42,2019-11-26
XV4797,Washington ,Kitchen,77483520P,$59,$36.58,$4.13,$54.87,2019-11-26
XV4797,Washington,Groceries,12543334A,$52,$32.76,$3.64,$48.36,2019-11-26
XV4797,Washington,Education,40286560F,$82,$56.58,$8.2,$73.8,2019-11-26
XV4797,Washington$,Education,69820556Z,$98,$68.6,$1.96,$96.04,2019-11-26
XV4797,Washington',Education,73165893,$53,$37.1,$2.65,$50.35,2019-11-26
XV4797,"Washington""",Cosmetics,64618530A,$16,$10.56,$1.12,$14.88,2019-11-26
XV4797,Washington,Education,86552734Z,$94,$69.56,$3.76,$90.24,2019-11-26
XV4797,Washington',Fashion,29434814_,$64,$43.52,$1.92,$62.08,2019-11-26
XV4797,Washington%,Groceries,65656738A,$46,$31.74,$4.14,$41.86,2019-11-26
XV4797,Washington',Electronics,12631225,$31,$19.22,$2.17,$28.83,2019-11-26
XV4797,Washington,Cosmetics,63849487,$93,$66.96,$1.86,$91.14,2019-11-26
XV2437,Washington ,Kitchen,92718811,$60,$45,$2.4,$57.6,2019-11-26
XV2437,Washington,Groceries,95517578,$37,$27.38,$1.11,$35.89,2019-11-26
XV2437,Washington,Furniture,87906799Q,$40,$28.4,$0.8,$39.2,2019-11-26
XV2437,Washington,Cosmetics,39896545\,$85,$60.35,$4.25,$80.75,2019-11-26
XV2437,Washington!,Groceries,60625000,$81,$55.08,$3.24,$77.76,2019-11-26
XV2437,Washington,Fashion,18975830,$31,$21.39,$1.86,$29.14,2019-11-26
XV2437,Washington$,Furniture,97805480,$14,$9.94,$0.28,$13.72,2019-11-26
XV2437,Washington',Furniture,79507751R,$53,$36.57,$3.71,$49.29,2019-11-26
XV2437,Washington,Electronics,61001281,$19,$11.97,$1.71,$17.29,2019-11-26
XV2437,Washington,Fashion,48902587N,$93,$58.59,$9.3,$83.7,2019-11-26
XV2437,Washington+,Education,74118957X,$28,$17.08,$0.56,$27.44,2019-11-26
XV2437,Washington,Groceries,83929748,$40,$24.4,$0.8,$39.2,2019-11-26
XV2437,Washington,Kitchen,43272094,$70,$43.4,$6.3,$63.7,2019-11-26
XV2437,Washington&,Cosmetics,81424865S,$46,$34.04,$2.3,$43.7,2019-11-26
XV2437,Washington,Electronics,17083435C,$47,$30.55,$3.76,$43.24,2019-11-26
XV2437,Washington),Furniture,61144104,$46,$33.58,$1.38,$44.62,2019-11-26
XV2437,Washington%,Education,35900268V,$19,$13.3,$1.9,$17.1,2019-11-26
XV2437,Washington),Furniture,38391418Z,$99,$63.36,$3.96,$95.04,2019-11-26
XV2437,Washington,Cosmetics,84086303,$43,$29.24,$1.72,$41.28,2019-11-26
XV2437,Washington(,Cosmetics,85808410,$92,$68.08,$1.84,$90.16,2019-11-26
XV2437,Washington,Education,69837036,$86,$60.2,$4.3,$81.7,2019-11-26
XV2437,Washington,Groceries,20019531V,$65,$39,$3.25,$61.75,2019-11-26
XV2437,Washington,Groceries,88110046Z,$82,$61.5,$8.2,$73.8,2019-11-26
XV2437,Washington(,Cosmetics,39572448Q,$70,$50.4,$2.1,$67.9,2019-11-26
XV2437,Washington#,Groceries,33650817,$47,$28.67,$2.82,$44.18,2019-11-26
XV2437,Washington,Fashion,58490905,$65,$44.2,$6.5,$58.5,2019-11-26
XV3375,Washington,Kitchen,40833129,$56,$39.2,$4.48,$51.52,2019-11-26
XV3375,Washington),Education,16674194,$55,$36.3,$2.2,$52.8,2019-11-26
XV3375,Washington,Kitchen,66085205G,$35,$23.8,$2.45,$32.55,2019-11-26
XV3375,Washington(,Groceries,38067321O,$45,$29.7,$3.6,$41.4,2019-11-26
XV3375,Washington,Groceries,94899597Z,$79,$57.67,$7.9,$71.1,2019-11-26
XV3375,Washington,Kitchen,49059143,$97,$65.96,$9.7,$87.3,2019-11-26
XV3375,Washington,Cosmetics,43563232,$95,$70.3,$7.6,$87.4,2019-11-26
XV3375,"Washington""",Groceries,17695922,$81,$54.27,$8.1,$72.9,2019-11-26
XV3375,Washington,Cosmetics,14421997,$91,$61.88,$8.19,$82.81,2019-11-26
XV3375,Washington,Electronics,24507446,$48,$30.72,$1.44,$46.56,2019-11-26
XV3375,"Washington""",Kitchen,49141540,$35,$21.35,$2.8,$32.2,2019-11-26
XV3375,Washington),Kitchen,18330383,$18,$10.98,$1.44,$16.56,2019-11-26
XV3375,"Washington""",Education,18442993,$82,$61.5,$8.2,$73.8,2019-11-26
XV3375,Washington%,Furniture,74039306,$24,$14.88,$2.4,$21.6,2019-11-26
XV3375,Washington*,Groceries,61665954,$11,$7.59,$0.88,$10.12,2019-11-26
XV3375,Washington,Fashion,81232604,$64,$48,$6.4,$57.6,2019-11-26
XV3375,Washington,Education,94998474,$69,$46.23,$4.14,$64.86,2019-11-26
XV3375,Washington,Groceries,11980285X,$97,$71.78,$7.76,$89.24,2019-11-26
XV3375,Washington$,Kitchen,48800964,$26,$15.86,$1.56,$24.44,2019-11-26
XV3375,Washington,Fashion,35848083,$73,$48.18,$3.65,$69.35,2019-11-26
XV3375,Washington+,Furniture,56417236^,$90,$63,$9,$81,2019-11-26
XV3375,Washington,Groceries,37795410A,$47,$31.49,$3.29,$43.71,2019-11-26
XV3375,Washington#,Groceries,57809753R,$11,$6.82,$0.99,$10.01,2019-11-26
XV3375,Washington,Electronics,97750549`,$27,$16.2,$1.35,$25.65,2019-11-26
XV3375,Washington,Kitchen,14952087`,$16,$10.24,$0.8,$15.2,2019-11-26
XV3375,Washington,Education,39652099,$61,$41.48,$1.22,$59.78,2019-11-26
XV3375,Washington,Kitchen,81490783,$26,$18.2,$2.6,$23.4,2019-11-26
XV3375,Washington$,Education,40149230,$24,$17.52,$1.68,$22.32,2019-11-26
XV3375,Washington,Kitchen,15446472,$82,$51.66,$3.28,$78.72,2019-11-26
XV3375,Washington,Cosmetics,93468627K,$61,$44.53,$5.49,$55.51,2019-11-26
XV3375,Washington,Education,48526306E,$92,$62.56,$8.28,$83.72,2019-11-26
XV3375,Washington&,Furniture,48465881,$16,$11.84,$1.28,$14.72,2019-11-26
XV3375,Washington,Electronics,20991821,$42,$31.5,$3.36,$38.64,2019-11-26
XV3375,Washington#,Education,34450073,$36,$26.28,$2.16,$33.84,2019-11-26
XV3375,Washington),Kitchen,60130615,$18,$10.98,$1.26,$16.74,2019-11-26
XV3375,Washington',Groceries,60677185_,$29,$20.3,$2.9,$26.1,2019-11-26
XV3375,Washington$,Kitchen,97291870R,$75,$50.25,$3,$72,2019-11-26
XV3375,Washington*,Fashion,60962829N,$92,$57.04,$4.6,$87.4,2019-11-26
XV3375,Washington,Electronics,85346984G,$22,$15.62,$1.32,$20.68,2019-11-26
XV3375,Washington*,Kitchen,76288757,$26,$19.5,$2.34,$23.66,2019-11-26
XV3375,Washington,Education,44431152,$83,$52.29,$1.66,$81.34,2019-11-26
XV3375,Washington%,Cosmetics,54876403,$14,$9.94,$1.26,$12.74,2019-11-26
XV1780,Washington&,Groceries,54176025,$92,$64.4,$5.52,$86.48,2019-11-26
XV1780,Washington!,Electronics,62176818,$70,$49,$4.9,$65.1,2019-11-26
XV1780,Washington*,Cosmetics,17682189,$84,$53.76,$5.88,$78.12,2019-11-26
XV1780,Washington,Furniture,39550476\,$77,$56.21,$6.16,$70.84,2019-11-26
XV1780,Washington$,Groceries,28396606_,$34,$22.1,$0.68,$33.32,2019-11-26
XV1780,Washington,Groceries,37284545V,$79,$52.93,$6.32,$72.68,2019-11-26
XV1780,Washington!,Furniture,78203125R,$46,$28.06,$3.22,$42.78,2019-11-26
XV1780,Washington,Furniture,51800231C,$29,$20.88,$0.58,$28.42,2019-11-26
XV1780,Washington(,Groceries,17750854,$67,$42.21,$5.36,$61.64,2019-11-26
XV1780,Washington ,Cosmetics,92172241^,$78,$53.04,$3.12,$74.88,2019-11-26
XV1780,Washington,Kitchen,58902893,$78,$54.6,$5.46,$72.54,2019-11-26
XV1780,Washington,Kitchen,94797973,$13,$9.75,$0.52,$12.48,2019-11-26
XV1780,Washington,Kitchen,68543395,$51,$32.13,$3.06,$47.94,2019-11-26
XV1780,Washington ,Fashion,68419799T,$23,$14.49,$0.92,$22.08,2019-11-26
XV1780,Washington,Kitchen,31195373G,$95,$66.5,$1.9,$93.1,2019-11-26
XV1780,Washington,Furniture,28630065Q,$77,$55.44,$1.54,$75.46,2019-11-26
XV1780,Washington,Fashion,37474060,$52,$36.92,$3.12,$48.88,2019-11-26
XV1780,Washington+,Education,65829772A,$97,$62.08,$6.79,$90.21,2019-11-26
XV1780,Washington%,Education,81677551,$89,$62.3,$4.45,$84.55,2019-11-26
XV1780,Washington+,Cosmetics,79018859Z,$11,$8.25,$0.33,$10.67,2019-11-26
XV1780,Washington,Electronics,19335632,$43,$29.67,$2.15,$40.85,2019-11-26
XV1780,Washington$,Groceries,35545959B,$37,$24.05,$1.48,$35.52,2019-11-26
XV1780,Washington,Cosmetics,10532836,$39,$24.57,$2.73,$36.27,2019-11-26
XV1780,Washington,Groceries,29094238M,$56,$36.96,$2.24,$53.76,2019-11-26
XV1780,Washington*,Furniture,16882934,$95,$64.6,$6.65,$88.35,2019-11-26
XV1780,Washington(,Cosmetics,15718383,$13,$9.49,$0.39,$12.61,2019-11-26
XV1780,Washington,Cosmetics,95413208,$34,$23.46,$2.72,$31.28,2019-11-26
XV1780,Washington$,Education,81098022,$47,$33.84,$1.88,$45.12,2019-11-26
XV1780,Washington(,Kitchen,27149658,$71,$53.25,$4.97,$66.03,2019-11-26
XV1780,Washington&,Electronics,59584045[,$64,$40.32,$5.12,$58.88,2019-11-26
XV1780,Washington,Electronics,17391052G,$63,$38.43,$5.04,$57.96,2019-11-26
XV1780,Washington(,Cosmetics,59908142F,$27,$16.47,$1.08,$25.92,2019-11-26
XV1780,Washington(,Education,85511779T,$25,$15.75,$1.5,$23.5,2019-11-26
XV1780,Washington,Electronics,14490661,$78,$55.38,$7.8,$70.2,2019-11-26
XV1780,Washington,Education,19643249M,$65,$42.25,$2.6,$62.4,2019-11-26
XV1780,Washington(,Kitchen,10189514G,$20,$13,$1.2,$18.8,2019-11-26
XV1780,Washington,Education,88483581[,$83,$52.29,$4.15,$78.85,2019-11-26
XV1780,Washington(,Groceries,13960571Q,$99,$70.29,$1.98,$97.02,2019-11-26
XV1780,Washington',Education,96978759,$32,$22.08,$0.96,$31.04,2019-11-26
XV1780,Washington$,Electronics,11112365,$34,$21.76,$2.38,$31.62,2019-11-26
XV1780,Washington),Groceries,21469726T,$96,$67.2,$3.84,$92.16,2019-11-26
XV1780,Washington,Kitchen,98876647,$40,$28.8,$2,$38,2019-11-26
XV1780,Washington,Cosmetics,54994506B,$76,$50.92,$3.8,$72.2,2019-11-26
XV9784,Washington,Fashion,93452148C,$65,$41.6,$5.2,$59.8,2019-11-26
XV9784,Washington,Kitchen,29352416Z,$85,$55.25,$7.65,$77.35,2019-11-26
XV9784,Washington&,Education,31343688L,$85,$62.05,$8.5,$76.5,2019-11-26
XV9784,Washington,Electronics,32524719,$85,$58.65,$5.1,$79.9,2019-11-26
XV9784,"Washington""",Furniture,72891235Q,$94,$60.16,$2.82,$91.18,2019-11-26
XV9784,Washington ,Groceries,57521362\,$79,$51.35,$6.32,$72.68,2019-11-26
XV9784,Washington,Furniture,95871887,$53,$38.69,$5.3,$47.7,2019-11-26
XV9784,Washington&,Furniture,66365356I,$10,$6.4,$0.3,$9.7,2019-11-26
XV9784,Washington ,Education,45848388`,$30,$19.5,$0.9,$29.1,2019-11-26
XV9784,Washington*,Electronics,60762329,$48,$30.72,$3.36,$44.64,2019-11-26
XV9784,Washington,Cosmetics,40613403,$61,$37.21,$3.66,$57.34,2019-11-26
XV9784,Washington,Education,95907592R,$17,$12.07,$0.51,$16.49,2019-11-26
XV9784,Washington#,Kitchen,53560791,$59,$35.4,$4.13,$54.87,2019-11-26
XV9784,Washington%,Furniture,71671752],$42,$28.14,$1.26,$40.74,2019-11-26
XV9784,Washington&,Furniture,45686340,$51,$31.11,$1.53,$49.47,2019-11-26
XV9784,Washington),Kitchen,99030456E,$97,$64.02,$8.73,$88.27,2019-11-26
XV9784,Washington,Groceries,67093200,$13,$8.58,$0.91,$12.09,2019-11-26
XV9784,Washington,Electronics,46329040C,$77,$46.2,$7.7,$69.3,2019-11-26
XV9784,Washington(,Fashion,49723815D,$59,$40.12,$2.36,$56.64,2019-11-26
XV9784,Washington ,Education,95278625,$78,$58.5,$6.24,$71.76,2019-11-26
XV9784,Washington,Electronics,30494995T,$82,$55.76,$6.56,$75.44,2019-11-26
XV9784,Washington,Groceries,25086975,$55,$40.15,$1.65,$53.35,2019-11-26
XV9784,Washington,Groceries,83792419,$66,$46.86,$5.94,$60.06,2019-11-26
XV9784,Washington+,Kitchen,54143066C,$64,$45.44,$6.4,$57.6,2019-11-26
XV9784,"Washington""",Kitchen,97360534W,$85,$54.4,$5.1,$79.9,2019-11-26
XV9784,Washington,Kitchen,93501586,$26,$17.68,$2.6,$23.4,2019-11-26
XV9784,Washington,Cosmetics,28822326^,$31,$19.84,$0.93,$30.07,2019-11-26
XV9784,Washington ,Kitchen,33035583,$14,$9.52,$0.84,$13.16,2019-11-26
XV9784,Washington,Groceries,20255737,$32,$19.2,$1.92,$30.08,2019-11-26
XV9784,Washington&,Furniture,23477478,$49,$32.83,$3.92,$45.08,2019-11-26
XV9784,Washington,Groceries,51566772S,$86,$61.92,$6.02,$79.98,2019-11-26
XV9784,Washington!,Electronics,88725280`,$53,$32.33,$2.12,$50.88,2019-11-26
XV9784,Washington*,Kitchen,90755004,$80,$53.6,$7.2,$72.8,2019-11-26
XV9784,Washington),Electronics,60984802B,$48,$33.6,$2.88,$45.12,2019-11-26
XV9784,Washington,Electronics,77107238G,$11,$7.92,$0.88,$10.12,2019-11-26
XV9784,Washington%,Electronics,36141967,$82,$51.66,$7.38,$74.62,2019-11-26
XV9784,Washington,Cosmetics,40953979,$44,$33,$2.64,$41.36,2019-11-26
XV9784,Washington#,Furniture,75289001,$86,$56.76,$6.88,$79.12,2019-11-26
XV9784,Washington,Electronics,50473632,$28,$17.92,$1.96,$26.04,2019-11-26
XV9784,Washington$,Cosmetics,45713806\,$62,$46.5,$3.1,$58.9,2019-11-26
XV9784,Washington,Fashion,87991943,$81,$59.94,$7.29,$73.71,2019-11-26
XV9784,Washington%,Electronics,43409423Y,$16,$11.2,$0.64,$15.36,2019-11-26
XV8531,Washington ,Education,11197509^,$31,$18.91,$2.17,$28.83,2019-11-26
XV8531,Washington&,Furniture,37748718Q,$94,$57.34,$5.64,$88.36,2019-11-26
XV8531,Washington#,Cosmetics,37762451,$55,$35.2,$2.2,$52.8,2019-11-26
XV8531,Washington,Education,98398742W,$52,$37.96,$3.12,$48.88,2019-11-26
XV8531,Washington,Fashion,13639221,$75,$50.25,$7.5,$67.5,2019-11-26
XV8531,Washington$,Electronics,41566467K,$45,$32.4,$0.9,$44.1,2019-11-26
XV8531,Washington,Kitchen,67568359U,$41,$29.52,$3.28,$37.72,2019-11-26
